USERID,PURCHASEDBOOKID
600003,169854,114263,164235,179004,159652,137455,149455,162641,144828,114726
600008,113522,147251,178216,161780,167655,161638,123373,170586,129210,125072
600011,117994,122295,161223,114263,157507,147745,133525,114726,159652,110980
600017,120912,114726,113159,139128,141325,125072,156638,114263,145271,179004
600020,175021,179744,146841,142477,121479,172637,104726,151019,164235,164695
600028,145908,114726,143452,145637,135606,113159,166048,156638,169243,125105
600031,146314,142477,166398,114461,127616,140810,179744,114263,129937,155721
600038,114726,129937,122295,143722,114263,156638,114486,155721,169854,147745
600043,114726,145637,117699,100234,166048,169243,117386,125072,113010,150095
600046,160188,170586,121803,114726,114263,127616,148942,179566,162950,145271
600052,114726,168509,110980,120237,132961,154749,166048,145637,114263,141325
600057,164695,167655,114263,114486,167597,170586,172969,158317,114726,133443
600061,117386,127616,125606,161638,114263,114461,117659,145637,129937,123203
600068,121479,140679,173377,164235,153115,172637,110626,147419,126752,143207
600072,153980,106876,114263,167655,169854,120354,114726,163740,179744,170829
600079,117386,178216,139987,129937,141325,147251,151019,108528,118535,123373
600081,129937,139369,114263,142544,178216,168509,121803,127616,179566,116007
600089,145908,114726,143452,145637,135606,113159,166048,156638,169243,125105
600090,134540,114263,113159,114726,174276,122842,141325,169243,130390,119348
600099,158317,125072,139128,141325,114726,156638,122295,134641,113159,143722
600102,103722,119348,155103,114263,164092,162641,147696,100013,174549,166626
600105,156638,113159,114726,139128,141325,143722,125072,119348,114263,133525
600114,165976,166398,134641,129210,179566,113471,173377,170586,149233,159184
600115,149025,143596,112905,167655,124775,148942,175021,114726,115251,141325
600122,159652,139809,114263,121479,145637,106876,114461,162950,154749,137455
600126,148942,141325,115251,155103,147251,153373,112705,145637,121803,152470
600133,175021,129937,114726,163895,149025,106876,153263,172637,114263,174276
600139,143722,114263,178013,118535,123373,114726,137455,115251,162641,158174
600141,133525,159086,125105,154701,113159,156638,122842,161638,114263,103337
600146,149151,114726,125072,166048,145637,106876,167655,129937,152783,169243
600152,106876,114263,143207,114726,114486,160273,173487,149455,125072,162522
600158,114263,113159,106876,178216,161638,150095,168182,125072,113665,104657
600162,142477,164235,121479,173377,105968,114263,117386,167956,162950,172153
600169,119817,106876,172434,129937,101948,158317,179566,143722,141325,133815
600174,130457,114726,114486,147894,143722,113159,125072,106876,156638,166048
600175,114263,106876,103722,143722,119348,178013,140810,155721,162641,145908
600182,152257,172434,122420,151019,113159,114726,122295,138024,123373,115380
600188,140996,132722,114263,105549,122295,153373,145637,143594,163740,162641
600193,117280,109615,172637,136986,174549,106876,179004,152783,119348,168370
600199,173073,138024,159167,107018,106876,113471,133177,157507,149455,156638
600203,100533,113565,129210,133443,161638,138711,114263,167655,133525,122842
600209,132601,175056,141325,147251,129937,167655,144871,110725,145637,115251
600211,114726,156638,161638,113159,133525,114263,122842,143722,166048,145637
600216,113522,178216,113081,114263,129937,125072,117386,123373,177441,126752
600222,118964,159132,119466,145637,162950,148942,147251,121803,141325,168182
600226,163740,120927,168260,113522,134599,123484,120066,156962,135403,159132
600233,106876,114486,143207,160273,114263,149455,121803,173487,114726,110626
600236,125072,139128,141325,114726,113159,114263,156638,143722,167655,142679
600242,126455,129937,153373,124775,101951,108528,174276,156962,162641,148942
600245,153373,161223,104901,172434,113471,122295,124775,135753,123373,100013
600251,160188,145637,166339,127616,166048,122668,148942,112705,155103,114726
600257,114726,162950,164235,139385,173487,172153,177188,126752,148483,149233
600261,145619,169854,113010,172602,114263,171961,111171,156638,114726,117659
600269,121803,114486,156638,114461,140918,134184,109542,143622,145271,112745
600274,157726,107018,153373,118535,129218,177168,141325,145637,148942,147251
600279,156638,129937,134641,170586,159652,141325,125606,166398,143722,155332
600284,139369,119348,106059,127616,168182,152783,121803,173445,129218,179004
600285,147745,132722,153373,162641,114263,159132,120354,151462,161223,105549
600291,117386,178216,139987,129937,141325,147251,151019,108528,118535,123373
600298,114726,143207,106876,114486,160273,173487,155716,119563,108461,114263
600303,135753,133443,134641,120912,167956,175021,147894,172637,114726,129937
600308,104901,161223,124775,147745,122295,112037,123484,151462,170332,154701
600310,174276,166048,145637,149455,114726,169243,156638,121803,133177,107037
600319,140679,129937,132786,164687,179744,114263,128741,114726,145271,117659
