USERID,PURCHASEDBOOKID,,,,,,,,,
600003,152621,178216,114263,108528,114726,125041,169854,135430,170332,113081
600008,152621,178216,114263,108528,114726,125041,169854,135430,170332,113081
600011,178404,110536,114263,125041,163740,124775,170586,129937,116007,157507
600017,120912,114726,139128,114263,141325,129937,170586,153115,179131,119466
600020,114486,179744,164937,147915,121479,101948,132273,151019,164235,115842
600028,145637,114726,127179,179004,135606,122668,130314,120912,169243,106186
600031,178404,110536,114263,125041,163740,124775,170586,129937,116007,157507
600038,114726,114263,153373,171961,124775,170332,162621,152621,102128,110626
600043,114726,122668,179004,164235,100234,130314,169243,156638,121137,143578
600046,120912,114726,139128,114263,141325,129937,170586,153115,179131,119466
600052,114726,168509,110980,159652,132961,147915,130314,179004,122668,169243
600057,115842,114263,114726,127616,154949,157507,171961,179131,129937,158317
600061,117386,102151,125606,135753,114726,162950,173264,145196,114263,178503
600068,121479,140679,118320,164235,167597,158317,110626,158183,108461,133443
600072,140996,166048,167442,169243,101948,152621,164235,125041,177188,116007
600079,114486,179744,164937,147915,121479,101948,132273,151019,164235,115842
600081,114263,139369,103717,106186,142544,113665,147894,145637,150804,135753
600089,145637,114726,127179,179004,135606,122668,130314,120912,169243,106186
600090,114726,114263,153373,171961,124775,170332,162621,152621,102128,110626
600099,158317,141325,139128,114263,114726,120912,146545,166048,119466,133443
600102,103722,106186,155103,114263,164092,115592,129937,147696,174549,166626
600105,120912,114726,139128,141325,114263,106186,133525,143578,125105,162621
600114,107611,157507,162641,114263,100533,114726,134641,125247,105968,133443
600115,149025,152621,114263,141325,125072,130931,142679,117659,114726,143207
600122,114726,122668,179004,164235,100234,130314,169243,156638,121137,143578
600126,125072,152621,117659,173264,114263,157507,178216,121137,171961,141325
600133,134525,114263,126752,163895,110980,101948,103717,171961,129937,157507
600139,117699,114263,129937,164235,114726,141325,170586,121803,178216,142544
600141,143578,114726,120912,121137,114263,125105,164235,156638,106186,170586
600146,114726,168509,110980,159652,132961,147915,130314,179004,122668,169243
600152,115842,114263,114726,127616,154949,157507,171961,179131,129937,158317
600158,117386,102151,125606,135753,114726,162950,173264,145196,114263,178503
600162,121479,140679,118320,164235,167597,158317,110626,158183,108461,133443
600169,119817,179566,171961,158174,133177,141325,122842,174276,132786,158317
600174,108730,114726,106876,150095,162621,114263,141325,130314,139128,179004
600175,129937,114263,117699,121803,164235,156638,124775,134525,169854,109542
600182,152257,135430,103974,151019,119466,178216,101948,158174,162641,135403
600188,153980,152621,120927,113010,157056,106876,110536,159132,163740,114726
600193,117280,109615,101948,151019,174549,156638,147894,113665,164092,106186
600199,140996,138024,159167,159276,156638,177441,163895,129937,122668,130314
600203,140996,166048,167442,169243,101948,152621,164235,125041,177188,116007
600209,125606,130931,148942,178216,157507,125072,173264,109542,117659,169854
600211,114726,120912,147419,133525,125105,143578,130314,106186,122842,122668
600216,152621,178216,113522,114263,141325,134641,139128,103717,169854,101948
600222,118964,122668,179004,178216,159132,124775,152621,130314,162950,141325
600226,156962,120209,168260,152621,159276,101919,120066,163740,135403,124775
600233,156638,179566,106876,173487,114726,179744,129937,145908,155716,133177
600236,114263,139369,103717,106186,142544,113665,147894,145637,150804,135753
600242,126455,114263,152621,129937,141325,124775,135403,163740,102128,139128
600245,158317,141325,139128,114263,114726,120912,146545,166048,119466,133443
600251,110980,122668,125247,145619,179004,130314,114726,169243,149233,114263
600257,164235,121803,105968,172153,177188,150780,114334,161638,149233,143156
600261,119926,172637,113010,147419,129937,171961,111171,156638,114726,117659
600269,121803,114486,156638,114461,156652,134184,127616,102522,158317,157507
600274,103722,106186,155103,114263,164092,115592,129937,147696,174549,166626
600279,110725,114263,171961,122842,141325,119466,139128,110980,108730,110626
600284,170586,139369,106186,167442,127616,168182,113665,121803,173445,129218
600285,101951,120927,152621,178216,147745,157056,106876,114263,110536,159132
600291,145637,108528,114263,178216,114726,157314,177441,129937,113010,109542
600298,114726,179566,156638,106876,173487,179744,108730,155716,133177,162522
600303,135753,133443,134641,120912,134184,130931,147894,164235,132601,174276
600308,104901,125041,152621,147745,124775,170332,151019,149621,178216,153373
600310,174276,130314,179004,114726,122668,169243,132786,156638,127616,133177
600319,120912,114726,139128,141325,114263,106186,133525,143578,125105,162621
600321,163038,134525,114263,101948,135430,140810,151019,166048,145637,123203
600325,107611,157507,162641,114263,100533,114726,134641,125247,105968,133443
600331,149025,152621,114263,141325,125072,130931,142679,117659,114726,143207
600338,114726,114263,120912,139128,141325,129937,143578,106186,168182,147745
600341,156638,179566,106876,173487,114726,179744,129937,145908,155716,133177
600345,179004,114726,130314,149233,138711,122668,169243,143578,104657,115592
600351,132786,114726,179566,174276,158208,178216,162621,122842,137455,146060
600358,114263,117699,129937,114726,122842,164235,174276,162621,116007,134184
600364,125072,152621,117659,173264,114263,157507,178216,121137,171961,141325
600368,114263,102007,164931,135753,125368,153115,162621,173264,145271,121137
600374,142544,114726,155582,130314,122668,179004,169243,156638,106876,173487
600376,106876,156638,179566,173487,179744,114726,162522,130314,121137,133177
600384,156638,179566,106876,173487,114726,179744,129937,145908,155716,133177
