USERID,PURCHASEDBOOKID
600003,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600008,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600011,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600017,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600020,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600028,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600031,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600038,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600043,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600046,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600052,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600057,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600061,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600068,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600072,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600079,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600081,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600089,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600090,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600099,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600102,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600105,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600114,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600115,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600122,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600126,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600133,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600139,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600141,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600146,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600152,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600158,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600162,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600169,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600174,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600175,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600182,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600188,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600193,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600199,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600203,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600209,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600211,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600216,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600222,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600226,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600233,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600236,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600242,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600245,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600251,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600257,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600261,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600269,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600274,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600279,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600284,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600285,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600291,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600298,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600303,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600308,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600310,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600319,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
600321,103717,114263,130077,166242,166048,159276,157615,153864,122420,103974
