ID,y
1,80.4027172130823
2,97.85677600932964
3,79.3960101428549
4,80.60513677177471
5,123.25096191840237
8,94.31287746268113
10,114.0259057053762
11,95.4061318110814
12,118.21760027084557
14,95.29449201702501
15,117.60973329107674
16,105.3029380123475
17,102.43336831923759
19,95.23613807450663
20,105.24279857095473
21,104.18833921795726
22,117.98220952448071
23,101.9739514983718
26,96.79771021434908
28,94.31806071376221
29,96.64028235817007
33,96.50107295903817
35,94.7358803431101
41,97.09104710511035
42,94.47254106360519
43,117.39934373006372
45,103.7397876550796
46,104.07349360254486
51,93.99966897999188
53,80.26921681247097
55,112.49914856743744
56,94.48358369264353
57,104.12712181038148
58,95.40626456359148
59,104.32912487787833
63,112.18388742298228
64,94.9819520229433
65,104.63896710338778
69,94.87471511368389
71,94.9790559400238
72,104.25457642382726
73,94.33171629814603
76,104.23620843988849
77,104.03085882412628
78,116.02467960899764
82,94.28957135249189
83,104.60029336198184
84,94.30064803050595
85,104.00624149451235
87,112.35378849889412
88,96.4454222671174
89,112.75149947315631
91,94.89537775817394
93,94.59025253781329
94,104.30674919969321
95,96.47470688747237
96,111.48727221534935
97,94.32474254453598
98,113.10581601431856
99,94.15671842468089
101,104.14784013879041
103,112.75148734035488
104,94.17447334246488
105,111.9573114127616
110,94.64012174655902
111,112.44695312461064
113,112.76351785863844
114,93.54722002550997
115,114.94622527440825
117,112.75147520755345
120,94.35597534122519
121,112.47564624055046
122,93.92583818406793
123,112.87180844772281
126,112.35911816473133
132,111.91195308851306
135,104.7617735228597
137,104.25146958280482
138,94.60275705262809
140,94.4689158640967
142,113.67619135581367
144,112.3532431904152
148,94.01155478746462
149,115.12067965317026
155,94.56968739726042
156,112.36847632114457
157,94.59635802728431
162,112.29223821121627
163,94.67326341133078
167,94.43716425227004
172,116.0579386000039
179,113.08299496290381
180,94.1257036343756
181,111.83741827847459
182,94.91366746400824
183,112.751418010061
185,112.75141627680367
187,112.12407994881974
188,94.04733013682514
189,94.03072309128963
191,94.33170574174173
192,113.20982753268086
193,94.80516935167195
194,112.03708352597371
195,93.74454027917034
196,112.44718463695465
198,94.53828434885845
199,112.39807925386552
201,104.27807734113087
204,94.36427364663955
205,104.86470591319025
206,94.2800666090601
210,94.33991574264306
211,104.14774480963634
216,112.53722467742804
219,115.63885337382735
220,94.08787278328688
221,111.97282825444094
226,111.8373792801843
227,94.2096805245548
228,112.37470817436835
230,112.41028993720474
231,93.67814967068826
235,116.53138711519046
236,94.18726986256827
238,113.2455720056402
242,104.38519087256846
243,94.66315221958044
244,80.17252388275566
245,112.34423485438114
247,118.56734154973215
248,93.99352264206532
249,94.25626395199804
250,111.71714211146723
251,94.18725686313815
253,116.53137151587433
254,93.9198812989575
256,94.18576973758736
257,93.54557134788843
258,112.34295699769525
259,94.20955827971814
262,80.34258051228196
266,94.57606634705726
267,115.13417297204148
272,103.71604037245042
273,112.74041472051162
275,101.92697206937308
276,112.99350965480531
279,94.59963763646233
280,104.52331752138704
283,94.4108370757956
285,112.53112239958084
288,112.74040172108153
289,94.84794588697184
290,104.33711121493795
291,94.56033966408049
292,111.48147186296528
293,112.36988347192255
296,109.32462080132328
297,112.02380304007582
298,115.82137158008402
299,94.28920018860099
304,93.76081735071455
305,88.97258499141154
306,94.32737374502088
307,111.79456158570315
311,109.48991058369407
313,111.80596233075532
314,93.96327107369805
316,94.55472691839202
324,95.54571250488331
327,94.56045102575965
329,93.85430917376725
330,112.03272372111476
337,103.80491440479443
338,94.85258103702502
339,104.8770500287347
340,94.85821115474543
343,93.75647400806909
345,115.57313901504028
346,94.38359185888098
347,115.65855585122026
349,112.1299900736307
350,93.74934544193763
352,112.46831256544019
353,94.11693630213593
354,78.63556050826432
357,94.07622328475149
358,112.70706926752362
362,114.52616522727844
364,116.50467935731288
365,110.39756930359606
366,94.3340794655617
367,112.22998779843195
368,94.5393024179746
370,79.13601790988079
373,94.78404064350347
377,94.03230827296662
378,112.34901207899311
382,104.17732879940431
384,112.37457298029528
390,94.70939843660354
392,111.91229340322293
393,112.34243982883018
395,94.6542353241562
396,104.64622550117645
399,78.80169442204162
406,111.80588173428869
408,111.80588000103134
409,93.97187747775072
410,79.89066279710451
412,111.90163090992641
413,93.19497497649624
419,94.54715711784857
420,112.83831741642867
421,93.25361519922858
430,103.17657334637491
434,94.04980550603416
436,94.71486451993965
437,94.41420748661115
438,93.43910919456849
439,112.88716722245654
440,94.30259178425908
443,112.86941778426214
446,94.39553517494198
448,94.51736208815609
452,94.68935193830256
453,103.96998411550196
457,104.13502777524445
458,94.25217640466954
459,114.5460757981596
460,104.05154198053413
462,104.71695735638848
464,104.34337429627264
465,115.63864018317368
467,117.93828501422836
471,111.84528106213486
472,78.29754364014495
473,94.20872182212369
475,94.4224494348003
480,94.63652781357644
488,112.79480145442888
490,111.7944029926559
491,103.92102730809022
492,79.11748982239556
493,94.08123840359727
497,93.48660438479347
498,112.35922302495854
499,94.37194789725444
500,110.23581824840694
501,94.24231247948032
502,114.91792774936182
506,80.19652343942974
510,112.12961362639103
511,93.69002899338484
512,93.7531450265208
516,108.61718635766245
518,93.91348032881194
519,115.13960796296344
521,93.67157954212485
522,112.90468016383905
526,112.30033035115257
529,95.29145226500721
532,111.81434797852896
533,94.35893925352855
536,112.97704135039316
537,101.00117894639088
539,94.30035076400222
540,104.10183201125399
541,94.21728359472972
543,94.06909733501266
546,112.24182608010253
547,94.18347556077738
548,79.43198769027197
551,94.12576829355446
552,104.12316330050085
556,103.60670600435728
557,94.65297603246036
558,112.22982227235532
559,94.59450834753741
560,104.80884474017725
562,104.88627981634298
566,94.42816853548581
570,112.35916062769407
571,94.41409135836889
572,104.60082544095042
573,94.14215029337961
575,115.6385448540196
576,111.30123306464077
577,93.5229600575608
579,93.65166400187863
580,111.66177952488388
581,111.88797388434804
589,111.79431719641723
591,103.24475785210282
593,94.55979565462344
594,103.21935875111288
595,94.5724076017412
598,94.07290163427244
602,111.58112538825227
604,112.46623260274885
606,112.69043499063564
608,94.27860240743833
609,104.16775730210718
610,94.01887600184857
616,112.11443845076334
617,94.13540909637338
618,103.98488871682716
620,104.29553249819568
622,112.5146026235499
623,93.39658015056345
624,121.46608254123096
626,111.89834244316803
628,112.03499842475443
629,94.1727791896471
630,112.36673039511035
637,94.58319771283018
638,104.44979694975102
643,94.64907756604535
645,94.6363848198453
646,114.83174103004312
648,95.0335429212042
652,94.42327222807614
653,94.4068257757747
654,112.35908783088549
656,112.1183787001672
657,94.72710942055326
659,94.45079445687607
660,104.70435519944076
663,93.89627624623051
664,112.67421893510657
666,103.69652971352514
668,111.63762489241999
669,94.15823204088171
671,94.83246661844566
675,93.69938498948461
677,94.49130815051467
678,111.63760655240773
679,104.31273777397666
682,94.51156637763127
685,104.06461785225035
687,94.24608773100587
688,94.22420024610571
693,112.1099771891055
696,95.21230714309945
698,94.10399894889062
701,96.11619305347692
704,104.16274056894
705,116.0392500633858
709,112.69620599882796
710,93.92873711275324
711,104.05336175535679
712,94.76730820103668
714,111.9252513483018
715,94.23867161554851
716,111.81662992510303
717,93.92635503270336
720,115.61661438329163
721,94.32018380647449
724,108.14104981983408
725,94.26834322052994
726,112.78177018459755
728,112.73412288249256
731,94.33272549419164
734,105.0149709507408
738,94.27258049891847
745,112.1152116654301
746,93.96495548004009
751,80.01494183716952
754,94.11227978480368
756,94.28262717264008
758,94.47967942087728
759,113.73432689261787
761,115.92460039692617
766,94.33588622864359
767,111.61788577586881
768,93.41397157924955
769,112.57866895472084
770,97.2541661656775
771,79.22908351273199
772,104.78930928038082
773,94.10577762318037
774,112.29821570800326
776,112.36078263929669
777,94.59067558488832
780,116.42418720246576
782,104.1177446183367
787,103.42935809021783
788,94.30013497346253
792,93.5958355457864
793,111.9608634075073
798,94.59565191780018
800,93.86340179823087
806,111.84404826641305
809,112.59143641359735
811,113.97848149430483
812,93.20695447416465
814,115.67965853054788
816,104.24579412999272
817,94.5925834023592
818,107.08304328276613
820,112.377819092596
823,94.25643772192248
829,93.41909413426106
830,113.24677417874173
831,93.32542625894152
834,112.05474787776332
839,94.56166336213832
841,79.32651978852077
844,104.23677656152813
845,93.96327531041891
848,93.88612410295836
850,95.79805245371821
851,104.26111971043278
852,96.25346075467101
854,93.80287762278024
855,94.48224498353525
856,103.68763578915737
859,103.86838063260814
861,112.30695989138678
864,93.96548574727576
865,112.28770746246975
866,94.4306031325485
867,94.02441169240012
869,94.56782369062792
871,93.76064479815105
872,111.84780576618623
882,103.57527948363838
883,94.0579918292129
885,94.65575689348438
888,95.16523523281603
893,111.9254776914958
901,111.75015285720183
903,104.10304472452894
904,94.35844383646983
905,104.5804150474743
910,94.71916297574685
911,112.29130681874219
914,112.71609364756709
918,113.11483285683366
921,93.62446636975513
928,94.27252867171254
929,104.50475023351343
932,94.6842405415506
933,104.56044347110681
934,94.71914217665866
935,112.31503632482979
937,79.47352739278696
939,94.42531089048825
940,103.61239124389469
941,94.85621026137342
942,103.41069715849305
943,94.16876617808828
944,104.28912484073642
947,111.89231169188729
949,112.47240334241899
951,112.31943224881009
952,94.90690515410066
953,104.13678435207964
954,80.12366089691747
957,112.54393724190913
959,93.42149154333428
960,115.88566049799513
963,115.8104803306099
965,111.89229609257116
967,104.16009947614802
971,94.26735522198587
972,78.80756140028043
973,94.17166223733355
974,112.56667336371387
975,95.69873298105713
978,117.41758780365592
980,112.40084327380512
981,94.51011544402563
984,112.89671230484903
986,94.72410199478016
988,93.42836069389061
989,112.23878713430331
990,103.8319150137182
992,111.85005720932456
996,94.64768605387799
999,113.08331429565328
1000,94.56148299808085
1001,112.35083728163423
1002,93.41342815525445
1003,112.53180478665813
1004,93.53143789660649
1008,112.00206107363195
1009,94.4158842032466
1010,104.822161074891
1012,116.04805287226895
1013,93.7785740374366
1014,112.91837667464115
1015,94.48766233760644
1016,116.1446095091535
1019,95.51594866601363
1020,113.2180464626621
1021,94.76803986346017
1022,104.28418290946874
1024,94.76803726357416
1025,79.87343953865498
1027,94.63698455382487
1028,105.04161275303026
1029,95.78519092426117
1030,94.41528510627714
1033,112.60321280879403
1036,94.57290805136331
1037,112.25174602440822
1038,94.22966366714323
1042,94.56917304375051
1043,104.07567814389067
1044,94.25645219063797
1045,112.0931850142304
1047,114.74807323954258
1050,93.97872265154083
1051,112.04289447510288
1054,94.31571629046452
1056,94.55402627695325
1057,94.13584396551123
1059,94.9283354242175
1062,104.1621168350498
1063,104.34527433007888
1064,94.55401934392387
1066,94.14819330241815
1070,104.45284079233375
1076,112.2458833684681
1077,103.29445791514941
1078,112.11158140327716
1080,112.45681740195339
1082,111.96501479029037
1083,94.72633790770517
1089,113.11494498511533
1091,95.2941791802422
1093,94.34711527429572
1097,94.1987824822859
1099,93.732737245876
1101,94.91669032076395
1103,96.03018028012598
1104,112.21775241341211
1106,112.08753217429539
1109,94.49839067283415
1110,112.33648348072991
1111,94.5477503529668
1112,112.10352639324904
1114,94.07411091289168
1116,94.3257818919056
1117,112.88012518044248
1120,94.51494721784982
1124,112.62196329128786
1125,93.81885439684167
1126,112.68483539836254
1134,112.14808530127065
1137,93.95805481054067
1138,112.3677702502833
1144,111.71741257248394
1145,94.57228190811922
1146,94.17779814655186
1148,96.06088774179662
1150,94.65779689037633
