id,log_price
3895911,4.536879881482055
9710289,5.0652772520183635
9051635,4.588075223024756
708374,4.706456487518049
626296,5.363159291580801
3309829,4.194435288743225
18964252,4.56776380441801
14402792,5.0052607487988965
4120908,5.448687956987946
830490,4.474510647588034
840496,4.591016495821794
18375967,4.595083415250749
843006,4.872828649906983
16014460,3.8954261650968176
15585053,4.602224218218272
12067734,5.426217142286349
4000249,5.364849437007888
14091018,4.57130344155606
3636356,4.813207669406294
7353509,6.422402109252094
17033282,5.343498468629685
225746,5.673764219486673
9433824,5.248358193475934
6213850,5.574087712944414
20029501,4.261962065262697
243229,4.537910899136679
17717092,3.9225435016512975
625503,5.142536659914721
21082612,5.753864378061144
8303074,4.255952706635439
42577,4.636333138424
4652758,4.410657642670945
7860485,4.043535184982538
2966565,5.217629433218659
17017228,4.9529342290953515
21069158,5.0452771755690975
19191446,5.400699421659375
6616265,4.598741191040984
14426680,5.509838563042308
9303822,4.7522416187035645
13802881,5.396764237222317
8014315,4.629601914699326
7809302,6.086321424510323
6274366,4.782238276528529
4342809,5.889411596472855
16829862,4.497372656169167
15852562,5.122644852097504
5116752,4.782194617646961
18122160,3.9781205196518328
20503786,5.113943711057887
9777883,5.077841464421061
15982472,4.255357490858092
15533687,4.738405564619582
18224208,4.204310392718675
8411390,4.530414748819961
11635717,4.736893957759775
17607488,5.278435360099495
7036862,5.106801394847643
6847928,5.334143488992265
7918040,5.937147426368626
16700084,4.130835698959792
13987933,4.476551694527989
18074874,4.642043040356452
20978268,5.297265982116802
15467439,4.0832645608015286
18323370,5.408203828577999
2612151,6.271270196451924
3489472,5.024515932129525
20694952,4.655600763656785
16711908,5.212386624016914
10749708,5.101257778826419
12200106,4.872594642474161
2432148,4.320143779757847
13512138,4.202038457678403
16797766,4.10796263949427
14628080,5.036838057797981
3090567,4.341640217874506
11228726,4.780479599072036
8761546,4.800366944193536
10185646,4.223193060186613
1387431,5.696373631406102
18285892,4.195189835496093
16026567,4.998615309848671
13911206,6.059760691935238
16114973,4.088127884422214
2811971,5.06932759298549
16200342,4.465368618075509
9779228,4.81815902110198
4134035,5.723951638927163
18433502,6.32693605665014
16963988,5.6236015124747745
12811612,4.433380617216402
15452486,5.8723916541799674
18719414,4.535310106441671
6297613,4.863032389079162
294648,5.494697833327113
11180297,5.227496000536589
4462894,4.86515546131977
16319001,4.179851151460559
17840108,5.666604300111065
5278765,5.301342284113014
14445183,4.63787306240554
10413474,4.629528923223621
8923887,5.160110657916179
15371090,3.937687624278161
16325276,4.550052907705248
3645866,5.666567912496674
275271,5.434675782510894
1030500,5.902524990669857
6599664,5.347300510091678
14059646,4.790063465565843
2730613,4.1505044237892
13280015,4.732474749209291
18004636,4.687404202627114
7529231,4.53603954906466
7870403,4.9300368247161375
15662215,3.778046371973614
823617,4.30033959954311
9464133,4.476101492141783
13353399,4.770586537380381
2017387,5.374121675156303
12275635,5.453291706454572
14902084,4.757570597268391
20085006,4.178081892277162
7240997,5.059063035006645
18599691,4.582175479269765
10524612,4.022682490913498
20886432,4.529603557497002
17553,4.809631822612816
17624231,4.7683279821405
19431325,3.7027692361348015
11463960,4.142983394004319
8426959,4.202502428285751
7216827,4.75955166661907
5346095,4.000029405574169
10921091,4.220401121963237
287421,5.479609070365785
13562656,3.9492524086913825
11181868,4.221006296856079
15125720,4.853326400294941
5286096,5.351733323458582
11321392,5.462657993773344
19240978,4.109523189678267
16998560,4.440338953411971
12050897,5.008939537602324
8275707,4.865148824323058
16689798,4.743486601072229
4287221,4.091958096316486
3889217,5.216575640786987
3782905,4.742354676776684
13332942,6.032269485637215
12028143,4.576406314545504
18179074,4.061130215026626
15482198,5.047088848440293
18892243,4.754449257318393
11476825,4.769435473328532
18995954,5.082350223117004
16847111,5.703965495057136
4134255,4.887340100112936
3531959,4.208295707999896
20304193,4.779953697750671
15028521,5.283736338746915
12929852,5.928622909696492
19469733,4.314482925919397
12028322,5.353768110594806
17556372,4.602273585556747
18912506,4.8495653076833145
15094172,3.6743332785022367
11056715,4.826201737930316
1014088,3.910449664056815
16599472,5.229679954429458
18947743,4.967463417361964
802935,4.528123297206103
6089144,4.115633774877117
20621175,4.433271945350564
85065,5.639752525133454
412171,5.779585673602903
3636904,5.5502328802034935
10036037,5.688837867033479
9587361,4.865168040039729
789596,5.531715246008236
6403741,5.57445236686656
13292894,6.11224621983779
16796152,5.311268311848548
17585664,4.250980754405437
5168082,4.919868526481796
6361814,5.192316290442419
1636810,5.308642081932051
2133730,4.233480767757932
5760784,4.645437194266161
8266244,4.370322905062288
13246985,4.474206077004527
11591192,4.327817141604554
15052455,4.503940280904595
18209053,5.391257277288451
13549059,4.449099342558127
11281365,4.127416259962995
6846956,5.505836144305424
16802510,4.268926563071556
16377017,4.722080228920305
13617788,4.733795753571767
4731947,4.838628191627786
14468190,5.67322080555387
5133942,4.884455007686406
13942175,4.725912863432317
1859901,5.067819054800909
7225680,4.836867807780574
15984490,5.3035898134998885
12594614,4.732310663180241
16407642,4.332304230894917
13397357,4.42314925559244
15889119,6.589279075197295
16528790,6.266939368431758
13527085,4.777946389158324
3012092,5.773852416194255
15832052,4.632550817784905
7174067,4.2225079291696765
27505,4.239795997616266
13115860,4.955827383604215
19885297,5.201965662766135
1530243,4.6611214723712555
6094723,4.524901109315753
18093128,5.2797577047810185
16143017,5.3765023601243955
20726585,4.942485839216397
12181549,4.7763784488589325
16644599,4.201608759081293
19922581,5.224213485335247
15003386,5.442327699945256
11023845,5.637744471624229
15549465,3.8601893824221314
