id,log_price
3895911.0,4.529184998795104
9710289.0,5.011940537986404
9051635.0,4.634719540001874
708374.0,4.749234427064452
626296.0,5.455709291397066
3309829.0,4.137243872019206
18964252.0,4.524472267182234
14402792.0,5.0418922816898375
4120908.0,5.372548518985931
830490.0,4.459595989832574
840496.0,4.445812596416288
18375967.0,4.667057388417534
843006.0,4.937162230872728
16014460.0,3.7482172602066344
15585053.0,4.628140554035623
12067734.0,5.383761417258245
4000249.0,5.262329393288393
14091018.0,4.503414502907264
3636356.0,4.879972726688542
7353509.0,6.48713387504793
17033282.0,5.373840814732704
225746.0,5.619646007054521
9433824.0,5.3008243372178905
6213850.0,5.573795401089634
20029501.0,4.093688698434418
243229.0,4.575907703618918
17717092.0,3.942897411779057
625503.0,5.043670371657468
21082612.0,5.710150992358034
8303074.0,4.240341127920639
42577.0,4.7021875187621305
4652758.0,4.467842285411721
7860485.0,4.054938106155335
2966565.0,5.230283192097247
17017228.0,4.915674109907659
21069158.0,5.089022628504611
19191446.0,5.48489804409995
6616265.0,4.635723664594132
14426680.0,5.3322114384902966
9303822.0,4.7503289506834845
13802881.0,5.3131342216749236
8014315.0,4.60422964078247
7809302.0,5.991699057065611
6274366.0,4.535471399155009
4342809.0,5.912329774873685
16829862.0,4.575241323163395
15852562.0,5.176654225118821
5116752.0,4.756962539934328
18122160.0,3.901111352579366
20503786.0,4.886445621146421
9777883.0,5.107211542074585
15982472.0,4.226403250367535
15533687.0,4.713782132801936
18224208.0,4.226558287878481
8411390.0,4.615627614701439
11635717.0,4.66817795519833
17607488.0,5.4047545461045825
7036862.0,5.13510933197211
6847928.0,5.177462363345294
7918040.0,5.994715237382524
16700084.0,4.1624417072670825
13987933.0,4.480414662282544
18074874.0,4.628966505278534
20978268.0,5.411318676377253
15467439.0,4.104208194947916
18323370.0,5.417240059782889
2612151.0,6.3966499867238635
3489472.0,5.183540802763297
20694952.0,4.640900684319438
16711908.0,5.18681228816646
10749708.0,5.041162070487027
12200106.0,4.9224767137047625
2432148.0,4.3739907757212455
13512138.0,4.219818295909797
16797766.0,4.132233454490893
14628080.0,5.0787689975664945
3090567.0,4.334168830436129
11228726.0,4.8012832988270295
8761546.0,4.819045321937812
10185646.0,4.188487057380858
1387431.0,5.741407932754479
18285892.0,4.195752053930948
16026567.0,4.993640806481737
13911206.0,5.931286121525921
16114973.0,4.0833002779620315
2811971.0,5.062470896369351
16200342.0,4.2843078622250585
9779228.0,4.739682161582126
4134035.0,5.6527571851579905
18433502.0,6.258704901716306
16963988.0,5.528478659823402
12811612.0,4.579770929564374
15452486.0,5.959348531642005
18719414.0,4.61851171828818
6297613.0,4.881485854116208
294648.0,5.673449324546763
11180297.0,5.088307412345253
4462894.0,4.944223573118766
16319001.0,4.242699061863033
17840108.0,5.6425662035591
5278765.0,5.275693281476031
14445183.0,4.5520002546424365
10413474.0,4.394856956254874
8923887.0,5.213691516835162
15371090.0,4.0261700384391235
16325276.0,4.678138308574976
3645866.0,5.701022378080901
275271.0,5.368059215652417
1030500.0,5.795338391456477
6599664.0,5.391187715276022
14059646.0,4.776328185870109
2730613.0,4.13696696052104
13280015.0,4.620982550431527
18004636.0,4.687835162892555
7529231.0,4.447120108596032
7870403.0,4.981513422886912
15662215.0,3.726779654548287
823617.0,4.380381488836144
9464133.0,4.43186051225333
13353399.0,4.896077053237448
2017387.0,5.365001564286224
12275635.0,5.413110833789105
14902084.0,4.771236248370211
20085006.0,4.2581461000628185
7240997.0,5.024463120224214
18599691.0,4.567367239930003
10524612.0,3.9797355356217974
20886432.0,4.494936291508582
17553.0,4.772956435420513
17624231.0,4.781417392649033
19431325.0,3.829467893934749
11463960.0,4.163726584595514
8426959.0,4.2580372320373785
7216827.0,4.697405516507145
5346095.0,3.8924978423965726
10921091.0,4.169704846085122
287421.0,5.268272531692946
13562656.0,4.084194136989607
11181868.0,4.070609775776265
15125720.0,4.682113495261467
5286096.0,5.314601019929816
11321392.0,5.476617871352155
19240978.0,4.097645722962296
16998560.0,4.513765160491073
12050897.0,5.02551938438403
8275707.0,4.8495666190100835
16689798.0,4.730020777676712
4287221.0,4.260099215198444
3889217.0,5.262869078675196
3782905.0,4.757092103787405
13332942.0,5.930122302938254
12028143.0,4.584669916011551
18179074.0,4.007466866859724
15482198.0,5.009913603877591
18892243.0,4.865139978989473
11476825.0,4.699341950765458
18995954.0,5.058426366410003
