1	483	5	887736367
1	468	5	902997906
1	474	3	905546085
1	116	4	898478743
1	323	5	892074488
1	434	4	891667494
1	421	4	901075942
1	290	5	878859681
1	153	3	888865371
1	485	5	890709637
1	45	4	903924899
1	71	5	883201640
1	339	5	905977520
1	194	4	883326369
1	89	3	891938723
1	484	5	901531240
1	441	5	902216333
2	12	4	892307743
2	445	5	890124998
2	441	3	878941414
2	215	3	889711893
2	30	5	893195885
2	314	5	905146890
2	435	4	896735990
2	340	5	876615455
2	162	4	900004564
2	279	4	885756572
2	350	5	898803916
2	281	4	893848452
2	176	4	895408400
2	131	5	881519654
2	165	4	888256197
2	32	4	899189933
2	77	5	879976848
2	214	5	892005125
2	141	4	877147719
2	277	5	888667389
2	93	4	896127742
2	309	4	884533141
2	468	4	902289195
2	200	5	892577435
2	216	4	901391337
2	48	4	878372568
2	455	4	876726527
3	287	4	902508137
3	116	4	891992428
3	90	3	883652562
3	40	3	875926039
3	421	4	876477090
3	494	4	882818261
3	109	5	883031025
3	322	4	893307924
3	295	5	885996545
3	127	5	891685634
3	110	5	892600192
3	187	4	895272851
3	466	5	897090153
4	290	5	895811040
4	466	5	885372846
4	341	5	890947321
4	489	5	887146794
4	433	5	896063084
4	110	5	885784086
4	338	4	879390217
4	395	3	891865340
4	42	5	892796474
4	108	4	883838652
4	371	5	883117165
4	455	5	883901911
4	421	5	885805957
4	406	5	900621918
4	375	5	883630153
4	223	5	888622478
4	166	5	895222338
4	495	5	898106753
4	156	5	892596284
4	59	3	885682336
5	354	4	887105649
5	485	5	879310400
5	215	4	900799402
5	475	5	889846728
5	290	5	898194529
5	165	4	888681487
5	315	5	899203298
5	495	4	900788374
5	440	5	905941960
5	418	5	886861614
5	352	5	889972356
5	331	5	884292406
5	184	3	884051279
5	490	3	902086418
5	89	4	887632356
5	83	4	886957340
5	346	4	903031876
5	24	5	906281407
6	454	4	896813407
6	143	4	882194795
6	181	4	903382653
6	214	4	905921767
6	468	5	898354155
6	274	4	878351056
6	60	5	876965148
6	223	3	880855449
6	419	4	897425853
6	53	4	901251393
6	423	5	879439347
6	31	5	879890225
6	23	3	883835166
6	160	4	880540365
6	433	5	889189358
6	379	5	893367880
6	371	5	890104592
6	420	4	901552190
6	406	5	883115608
6	495	5	887203362
6	339	5	896159450
6	264	4	899612729
6	259	5	890200356
6	381	4	878647543
6	189	4	895140763
6	180	5	900118494
6	225	5	884294105
6	65	3	891260258
6	331	3	894701846
6	145	4	893165769
6	472	5	902889987
6	453	3	888539128
6	447	4	882953892
6	7	3	887949732
6	362	2	884902545
7	264	5	882531726
7	218	3	901348868
7	180	5	903570196
7	189	5	905857590
7	287	3	901408127
7	379	5	896720480
7	406	4	904529917
7	274	5	885118265
7	371	5	878413395
7	128	5	903715365
7	468	5	886028543
7	259	5	887754721
7	339	5	882703826
7	420	4	896572677
7	322	4	889626318
8	155	5	890219300
8	368	5	889970935
8	412	5	879767848
8	229	5	880927415
8	202	5	901929209
8	216	5	894381454
8	495	5	889684922
8	71	4	893081079
8	161	5	875155255
8	199	5	893590477
8	47	5	888566907
8	80	5	886340034
8	45	5	886782810
8	33	4	893745507
8	498	5	892190653
8	207	5	903706483
8	346	5	888713611
8	226	5	906428191
8	330	5	895664001
8	436	5	875589903
8	338	5	889973229
8	68	5	885050822
8	28	5	894701533
8	296	5	883339163
8	315	5	883769825
8	40	2	886553192
8	467	4	898541013
8	459	5	876212014
8	388	5	901196520
8	406	5	883669279
8	26	5	903747817
8	418	5	888728619
8	309	5	897605878
8	164	5	903322873
8	3	5	901116646
8	322	3	881616918
8	25	3	893902732
9	118	4	887727426
9	261	5	892337448
9	165	4	884874370
9	295	5	885265637
9	84	5	875398962
9	218	3	877369357
9	421	5	897417963
9	90	5	877243099
9	177	3	898799860
9	473	4	883759641
9	18	4	882669455
9	64	4	884594303
9	215	4	906107170
9	484	5	898822868
9	198	5	890750102
9	214	5	892029312
9	41	3	875985636
9	472	4	892261189
9	67	5	881601140
9	227	5	898615964
9	223	5	881271515
9	39	4	882172866
9	482	5	901698522
9	15	3	906174736
9	127	5	883585063
