id,Zomato_user_rating
12415,3.744745016
11046,4.694397449
20304,4.223524094
5423,4.114975452
30042,4.123738289
19632,3.137377262
26317,0
219,3.74366188
7339,4.610469341
11798,3.136760473
7503,3.706562042
6899,3.158469915
16215,4.594939232
10579,3.143309116
5597,4.114626884
31923,4.113875389
7280,4.190341949
14531,3.803391218
1198,4.102514267
17738,4.192301273
6559,3.05157876
27231,3.096194744
13712,4.110124588
21086,4.135936737
10765,3.793976784
24109,4.629281521
18072,3.738383532
25102,4.205188274
13769,3.765607834
31392,3.711352825
9270,4.170809746
28676,3.659365177
30154,3.150917768
7443,3.719383001
25837,3.746127844
7382,3.782489061
29167,3.760426521
12677,4.192056656
21172,3.704754114
15351,0
13073,4.240746021
21691,3.699449301
19658,0
15703,0
30133,3.151654243
14078,4.211000443
5633,3.71934104
25130,3.77310276
16450,0
13586,4.137173653
25307,3.081285954
14204,4.143342972
15723,0
16796,0
26944,3.733584166
29981,3.733499527
4029,4.178445339
10390,4.124605179
5719,3.674204111
4867,3.782584429
13425,4.194863319
2944,3.746293783
13305,3.110970974
26053,3.126656055
15075,3.723040342
10593,3.149971962
20908,4.193626404
16119,3.13276577
22188,0
24355,3.751352549
26857,3.697343826
8842,4.209159851
29691,4.149980545
17180,3.665305376
9193,4.161920547
9976,3.775944948
9597,0
31837,3.71769619
19171,4.106667519
16641,0
17201,3.133456945
18496,4.123287201
18896,3.713515997
21028,4.175783157
29648,4.62682724
6851,3.702660084
3138,3.690512419
20241,3.150917768
22629,0
22712,0
20457,4.181344986
794,4.142101765
16637,3.157151222
18653,3.111870289
11459,0
16619,0
26220,4.630606651
15005,4.589348793
22277,0
18020,4.19524765
23183,0
1610,3.090291977
17871,0
25760,0
283,4.145341396
16621,4.11422205
17769,4.192523956
13747,3.756251574
6194,3.669729233
9211,4.126559734
10618,3.157480478
578,3.130675554
26022,4.089244366
6683,3.115284681
16113,3.137806654
23839,4.208889961
26776,4.194569111
1506,3.700824738
28629,3.102231979
31898,0
26518,0
20622,4.686150074
26945,3.744287014
15059,0
661,3.64480114
19157,0
3226,3.137224197
14112,4.216148853
16210,0
26826,3.777876854
5991,3.671595573
28193,0
31798,3.014028788
21287,3.704754114
26708,3.152100563
16237,4.13904953
7238,3.155135632
1548,3.137224197
29631,4.219352722
7305,3.802089214
6706,4.587720394
18770,3.670725822
24146,4.207352638
29633,4.219352722
8363,4.564708233
21321,3.07391572
8287,3.707088947
14633,3.704754114
28086,0
21346,4.138110638
212,4.129103184
15838,0
18852,3.763251543
13084,4.625617027
7716,0
25195,4.13860321
21416,4.216148853
4365,4.209596634
3980,4.587015629
9325,4.222551346
28961,0
20928,4.193626404
20303,4.226599216
15801,0
22354,0
26819,4.14778614
8512,0
1328,3.64329195
20960,3.759058475
22606,0
8940,3.719736338
9061,4.225759506
25107,3.04147625
4402,3.768172503
7740,3.065874338
15543,0
15180,3.685190439
22161,3.102433205
18207,4.63902998
17730,4.189139843
22433,3.138644934
27011,4.131467819
16570,0
12601,3.152891397
10956,4.652445793
21734,3.156579018
29381,4.659622669
444,3.135150671
28552,0
951,3.744184017
25131,4.168649197
29239,3.7189188
10133,3.104931116
20778,3.707407236
21182,4.105844498
17069,0
19718,4.596694469
19328,3.661297798
11975,3.152891397
25802,0
27367,4.617688179
24644,3.745960951
29751,3.058735132
11157,3.718175173
27685,3.764428377
17035,3.138365984
21574,3.105513573
28032,3.6814785
8923,3.800704956
21980,3.128308773
15544,0
10723,4.12100935
11168,3.722082615
15947,3.136330605
15637,0
14752,0
873,4.576217175
5516,3.6735425
1540,3.139812708
15684,3.137932062
5601,4.119832993
15885,3.662318707
28375,0
7772,3.143309116
31677,0
15468,0
5955,3.671595573
22905,0
15222,3.713770151
8399,0
18292,3.005390644
252,0
13163,4.174385071
26087,0
20449,3.756251574
30032,4.142814159
16321,4.107801437
13740,4.221396923
6481,3.724714994
27660,3.762526751
6360,3.158895731
4532,4.215154648
25907,3.653754234
8591,4.222634315
6184,3.678095341
6538,3.152891397
4747,3.037875414
5824,3.704667091
7941,4.170882225
31119,3.716888666
28444,4.133425713
19371,3.14261508
23946,0
3748,4.164830685
22197,0
6757,4.130756378
21606,3.14728117
25345,4.196453094
4953,4.177920341
25393,3.743111134
4063,3.680942774
16565,3.647371292
6420,3.140114307
26692,3.152837038
30948,3.669808626
11640,3.676201105
13207,3.753397465
5032,4.150848389
24690,3.669808626
2212,3.717067957
21941,3.706479549
19148,0
9697,3.72865057
23635,3.097905636
31363,4.552904606
26272,3.692532539
3502,3.680663824
30556,3.74225831
20203,4.110124588
