id,Zomato_user_rating
12415.0,3.7037999999999967
11046.0,4.777400000000011
20304.0,4.149399999999994
5423.0,4.030399999999997
30042.0,4.085599999999998
19632.0,3.1927999999999854
26317.0,0.0
219.0,3.7740000000000045
7339.0,4.585599999999992
11798.0,2.9936000000000007
7503.0,3.656199999999992
6899.0,3.1037999999999974
16215.0,4.563599999999998
10579.0,3.0726000000000044
5597.0,4.09619999999999
31923.0,4.083000000000001
7280.0,4.205600000000011
14531.0,3.8402000000000096
1198.0,4.123199999999985
17738.0,4.223800000000006
6559.0,2.928200000000004
27231.0,3.0114
13712.0,4.125800000000007
21086.0,4.049199999999999
10765.0,3.8394000000000172
24109.0,4.608999999999989
18072.0,3.795200000000005
25102.0,4.211399999999988
13769.0,3.7567999999999957
31392.0,3.7222000000000097
9270.0,4.201000000000006
28676.0,3.517
30154.0,3.1305999999999905
7443.0,3.7547999999999946
25837.0,3.6835999999999998
7382.0,3.796000000000012
29167.0,3.8038000000000127
12677.0,4.107199999999989
21172.0,3.7348000000000035
15351.0,0.0
13073.0,4.235599999999996
21691.0,3.673799999999996
19658.0,0.0
15703.0,0.0
30133.0,3.2626000000000075
14078.0,4.136999999999992
5633.0,3.7524000000000126
25130.0,3.8238000000000256
16450.0,0.0
13586.0,4.12139999999999
25307.0,2.8816000000000037
14204.0,4.0654
15723.0,0.0
16796.0,0.0
26944.0,3.7422000000000066
29981.0,3.7129999999999916
4029.0,4.117399999999974
10390.0,4.062999999999992
5719.0,3.5543999999999984
4867.0,3.797799999999992
13425.0,4.147999999999995
2944.0,3.7356000000000047
13305.0,3.2186000000000057
26053.0,3.2806000000000206
15075.0,3.7415999999999965
10593.0,3.206000000000015
20908.0,4.110599999999998
16119.0,3.1690000000000125
22188.0,0.0
24355.0,3.852200000000016
26857.0,3.5781999999999914
8842.0,4.272799999999993
29691.0,4.104599999999993
17180.0,3.757999999999995
9193.0,4.169599999999995
9976.0,3.8145999999999995
9597.0,0.0
31837.0,3.769600000000001
19171.0,4.056199999999992
16641.0,0.0
17201.0,3.1146000000000025
18496.0,4.0793999999999935
18896.0,3.7584000000000004
21028.0,4.128599999999999
29648.0,4.593799999999999
6851.0,3.698
3138.0,3.6335999999999866
20241.0,3.3036000000000167
22629.0,0.0
22712.0,0.0
20457.0,4.166199999999999
794.0,4.091999999999989
16637.0,3.187199999999993
18653.0,3.225800000000009
11459.0,0.0
16619.0,0.0
26220.0,4.686200000000008
15005.0,4.586200000000004
22277.0,0.0
18020.0,4.1898
