id,Zomato_user_rating
12415.0,3.7269999999999994
11046.0,4.718600000000005
20304.0,4.1691999999999965
5423.0,4.032999999999998
30042.0,4.091400000000001
19632.0,3.1953999999999865
26317.0,0.0
219.0,3.7780000000000062
7339.0,4.594399999999991
11798.0,3.0225999999999984
7503.0,3.6573999999999915
6899.0,3.0899999999999954
16215.0,4.553999999999999
10579.0,3.0709999999999993
5597.0,4.115999999999989
31923.0,4.077999999999999
7280.0,4.203400000000007
14531.0,3.8322000000000056
1198.0,4.116199999999985
17738.0,4.232800000000002
6559.0,2.9730000000000056
27231.0,3.018399999999999
13712.0,4.101800000000004
21086.0,4.045599999999999
10765.0,3.8490000000000135
24109.0,4.601799999999995
18072.0,3.792800000000002
25102.0,4.217799999999985
13769.0,3.7526000000000006
31392.0,3.706000000000006
9270.0,4.199000000000003
28676.0,3.5393999999999983
30154.0,3.12519999999999
7443.0,3.754599999999997
25837.0,3.6872000000000056
7382.0,3.784600000000011
29167.0,3.7906000000000124
12677.0,4.127999999999994
21172.0,3.764000000000008
15351.0,0.0
13073.0,4.232400000000002
21691.0,3.6742000000000004
19658.0,0.0
15703.0,0.0
30133.0,3.27220000000001
14078.0,4.136599999999992
5633.0,3.661400000000003
25130.0,3.8264000000000227
16450.0,0.0
13586.0,4.11039999999999
25307.0,2.9042000000000043
14204.0,4.049799999999997
15723.0,0.0
16796.0,0.0
26944.0,3.732200000000003
29981.0,3.707799999999991
4029.0,4.127199999999977
10390.0,4.07119999999999
5719.0,3.559399999999999
4867.0,3.7879999999999927
13425.0,4.152999999999994
2944.0,3.7498000000000014
13305.0,3.141000000000004
26053.0,3.2712000000000163
15075.0,3.760399999999999
10593.0,3.2174000000000103
20908.0,4.098599999999989
16119.0,3.181600000000017
22188.0,0.0
24355.0,3.846000000000015
26857.0,3.589399999999994
8842.0,4.284399999999991
29691.0,4.105999999999996
17180.0,3.7402000000000006
9193.0,4.1577999999999955
9976.0,3.8165999999999953
9597.0,0.0
31837.0,3.7593999999999954
19171.0,4.084399999999992
16641.0,0.0
17201.0,3.1028000000000016
18496.0,4.0681999999999965
18896.0,3.7545999999999995
21028.0,4.138400000000003
29648.0,4.606799999999995
6851.0,3.7026000000000034
