Date,count,mean,std,min,25%,50%,75%,max,Date
2016-09-05,1440.0,18.111290833852575,0.012401716976707835,18.082752662402974,18.102437778859187,18.111448302435647,18.11994741302678,18.13984265068261,2016-09-05
2016-09-06,1440.0,18.068514752203967,0.017823656681100298,18.027249187179606,18.054773684274803,18.06790513560683,18.082420187153414,18.10806544516877,2016-09-06
2016-09-07,1440.0,18.062602867894864,0.014553511210592132,18.026904520851947,18.052180686734562,18.062088511679534,18.073641413581804,18.096398520592327,2016-09-07
2016-09-08,1440.0,18.11432281496065,0.019920698863053893,18.06975684494339,18.098284853915636,18.11478389523199,18.12956339517259,18.157666985361754,2016-09-08
2016-09-09,1440.0,18.179157881782263,0.021075372979450405,18.132220879513067,18.162455958338832,18.179624243280205,18.196030117957157,18.225744008020374,2016-09-09
2016-09-10,1440.0,18.197490298688425,0.012180399953517482,18.1688773183258,18.189173387773288,18.19768920388774,18.20569459861088,18.22534397993321,2016-09-10
2016-09-11,1440.0,18.184538693429065,0.008519275203670252,18.16826668909857,18.177100541122673,18.1849157639438,18.191999338513895,18.200450091116565,2016-09-11
2016-09-12,1440.0,18.219209122504544,0.02109969426054439,18.17333156766803,18.202322296317387,18.218763715774852,18.235962793522482,18.2652116782607,2016-09-12
2016-09-13,1440.0,18.258249604014647,0.009113241696543393,18.238882579840254,18.250606376672955,18.258558134836655,18.265577682855216,18.27803763879952,2016-09-13
2016-09-14,1440.0,18.230276916289668,0.020977601666436946,18.18330237545879,18.21396873042856,18.23040416324273,18.246456320502936,18.276326939738627,2016-09-14
2016-09-15,1440.0,18.20043392095156,0.008606238354078274,18.18253197260369,18.193387293667563,18.20041210271943,18.20759476064527,18.21812532428825,2016-09-15
2016-09-16,1440.0,18.236935365455828,0.0207854160801084,18.19009426482414,18.220408754212805,18.237252392275124,18.253577032208955,18.282273775038487,2016-09-16
2016-09-17,1440.0,18.26534906308771,0.008863679284672013,18.246929786265767,18.257867824513163,18.265175138192742,18.27284923030894,18.283293441229752,2016-09-17
2016-09-18,1440.0,18.26133564791942,0.008637781834207436,18.246665996505527,18.253931649779794,18.261563464880467,18.26894697705101,18.275861442782034,2016-09-18
2016-09-19,1440.0,18.248001971274316,0.011246967804587858,18.22159093722498,18.23958551566692,18.247676634969004,18.256011653777655,18.27532882649361,2016-09-19
2016-09-20,1440.0,18.23881878817464,0.008769528853331045,18.22087252641883,18.231351104087743,18.238901467379385,18.24641272036677,18.25608165643222,2016-09-20
2016-09-21,1440.0,18.241361869009417,0.008402621195473485,18.226637182297143,18.23404983891624,18.241404062900322,18.248661343152833,18.256800869846565,2016-09-21
2016-09-22,1440.0,18.18862727854086,0.030776217218017578,18.124362887945686,18.163445476149434,18.187558428984133,18.21422004245721,18.253096736255745,2016-09-22
2016-09-23,1440.0,18.144040917815612,0.009223086188934797,18.123629956663454,18.13678896909915,18.14375039750773,18.151374540148787,18.164216126165346,2016-09-23
2016-09-24,1440.0,18.156494224410324,0.008908814910395886,18.136977625833122,18.148971031419432,18.15701406168732,18.163789375724367,18.17532870861423,2016-09-24
