1,USER_1,CZK,3.056776892,5270
1,USER_1,NZD,44.71326838,1986
1,USER_1,GBP,85.51325734,6581
1,USER_1,GBP,85.89261334,1980
2,USER_2,AED,19.28096159,3545
2,USER_2,MXN,3.567491189,9754
3,USER_3,MXN,3.546666319,1387
3,USER_3,MXN,3.538242293,6765
4,USER_4,THB,2.326201946,2092
4,USER_4,THB,2.3225805,3131
4,USER_4,SGD,51.6846579,3006
4,USER_4,SGD,50.94421613,9122
4,USER_4,AED,19.55414811,4285
4,USER_4,AED,19.5909394,3402
5,USER_5,CAD,53.40571784,6798
5,USER_5,CAD,54.04824518,1296
5,USER_5,CAD,53.18657029,4730
5,USER_5,GBP,86.55295778,8969
5,USER_5,GBP,86.71646837,5493
5,USER_5,GBP,86.26961708,3653
6,USER_6,NOK,7.821586708,4473
6,USER_6,MXN,3.573217546,8991
6,USER_6,MXN,3.536080273,6160
6,USER_6,MXN,3.548876585,4660
6,USER_6,JPY,0.670215543,3279
6,USER_6,JPY,0.671523009,3406
6,USER_6,JPY,0.675308936,5353
7,USER_7,EUR,79.17403886,4479
8,USER_8,EUR,78.91809749,6357
8,USER_8,JPY,0.675964378,7577
8,USER_8,JPY,0.677273607,6794
8,USER_8,GBP,86.44945658,4734
9,USER_9,NOK,7.773478071,6269
9,USER_9,GBP,87.05977376,8767
9,USER_9,GBP,86.08192784,5408
9,USER_9,GBP,85.5695357,1081
10,USER_10,NZD,44.91843951,5192
10,USER_10,NZD,45.52274456,5422
10,USER_10,NOK,7.848008121,4393
11,USER_11,THB,2.311182162,2676
11,USER_11,THB,2.316132463,6651
11,USER_11,THB,2.326952571,6070
11,USER_11,EUR,78.85765421,8077
11,USER_11,EUR,77.99006086,4953
11,USER_11,EUR,78.38221912,4308
12,USER_12,AED,19.61837166,1488
12,USER_12,EUR,78.9228953,9384
13,USER_13,NZD,45.43111335,2697
13,USER_13,NZD,44.78673547,2443
13,USER_13,NZD,45.24452951,9541
13,USER_13,AUD,48.70233688,6882
13,USER_13,AUD,48.22497086,6129
13,USER_13,USD,71.46626961,8060
14,USER_14,THB,2.322181157,1800
14,USER_14,THB,2.317339368,2832
14,USER_14,NZD,45.59606079,8526
14,USER_14,NZD,44.99494743,6135
14,USER_14,NOK,7.862069154,5068
14,USER_14,NOK,7.778535636,4377
14,USER_14,NOK,7.840004685,5321
15,USER_15,AUD,48.61908628,8286
16,USER_16,JPY,0.671720631,6943
16,USER_16,JPY,0.670762754,4714
16,USER_16,AUD,48.24722214,4147
16,USER_16,AUD,48.29502884,5385
16,USER_16,AUD,48.29378669,7425
17,USER_17,AED,19.48162483,9395
18,USER_18,CZK,3.04582715,8592
18,USER_18,CZK,3.058371611,9898
18,USER_18,THB,2.337123876,4300
19,USER_19,AED,19.35354448,2519
